,path,pose,pose_code,confidence,x_nose,y_nose,x_left_eye,y_left_eye,x_right_eye,y_right_eye,x_left_ear,y_left_ear,x_right_ear,y_right_ear,x_left_shoulder,y_left_shoulder,x_right_shoulder,y_right_shoulder,x_left_elbow,y_left_elbow,x_right_elbow,y_right_elbow,x_left_wrist,y_left_wrist,x_right_wrist,y_right_wrist,x_left_hip,y_left_hip,x_right_hip,y_right_hip,x_left_knee,y_left_knee,x_right_knee,y_right_knee,x_left_ankle,y_left_ankle,x_right_ankle,y_right_ankle,c_nose,c_left_eye,c_right_eye,c_left_ear,c_right_ear,c_left_shoulder,c_right_shoulder,c_left_elbow,c_right_elbow,c_left_wrist,c_right_wrist,c_left_hip,c_right_hip,c_left_knee,c_right_knee,c_left_ankle,c_right_ankle,torso_top,torso_bottom,torso_left,torso_right,torso_center_x,torso_center_y,scale_factor,A,B,C,D,E,F,G,H,I
10,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_130841.jpg,chin_up,0,0.92377585,-0.23290480596175794,-0.7588754818509539,-0.19938773290135936,-0.8314112214861096,-0.24037255600995658,-0.8151957400013571,-0.04122821775193299,-0.8675243604670575,-0.1824334725257446,-0.8281795162049479,0.18860474058404786,-0.5000000000000001,-0.18860474058404808,-0.4735766346312299,0.2513109038603006,0.06144718461178864,-0.26135231692356425,0.056243851317947596,0.22623658114429268,0.5731486314301989,-0.36521330689503273,0.5339940395346656,0.06067294881474604,0.49999999999999983,-0.18540215908001623,0.48564749243632666,0.045899697453069516,1.2754759271087002,-0.16853221117754208,1.2302769882309346,0.05482492883307785,2.004358851463351,-0.17492531108265275,1.9600352630348823,0.95043075,0.950878,0.48639187,0.96040845,0.046052188,0.99898535,0.99781287,0.9967553,0.9872414,0.99331445,0.9802403,0.99986005,0.9998386,0.9995776,0.99954504,0.996061,0.99619293,0.33169135,0.5638041,0.47290817,0.5604633,0.516685735,0.44774772500000004,4.30825105471371,0.5914498880393254,0.5927445083071089,0.24607510789476228,0.18100286912163685,0.1861973079689543,1.4089354320607135,1.2996219214629658,0.2297502399157306,0.014352507563673178
11,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\IMG20231130125359.jpg,chin_up,0,0.9193025,0.23044535396729887,-0.8171017029601864,0.2859623573076009,-0.8783647745628002,0.14210101161084765,-0.8852033366882934,0.29142379040904487,-0.8656337788818066,-0.07505068222093682,-0.8864124694421972,0.34465645896114705,-0.49913281801956233,-0.3446564589611474,-0.49999999999999983,0.4943499434842155,0.0014895259118054738,-0.4794355143985563,0.040918522521376566,0.6144232375238643,0.4379437709877953,-0.4206142174194259,0.5065142917613377,0.3344309650932372,0.48018149166828544,-0.1301594818254139,0.5000000000000002,0.3462563740951822,1.1953754201768703,-0.15516502071554641,1.2468940604769734,0.3602184573240576,1.8806922417781076,-0.222802430363312,1.9606636474399446,0.9845919,0.899086,0.98184305,0.3499706,0.9582875,0.9976172,0.99894184,0.9739369,0.9934009,0.95437586,0.98477316,0.9993086,0.9995665,0.99755573,0.9985719,0.9846601,0.98922104,0.43074885,0.58515704,0.42219174,0.5286273,0.47540952000000003,0.507952945,6.4763404065548595,1.0350374549432901,1.0373063431092273,0.46459044691865115,0.2831601978900806,0.2905277773744522,1.312470249848694,1.475072156532322,0.5830208876873696,0.01981850833171478
12,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\IMG20231130125402.jpg,chin_up,0,0.92132896,-0.015476510804521042,-0.8108640596183254,0.07156893623795879,-0.8711114818887513,-0.08430561555199469,-0.8734909735967941,0.21504764655549258,-0.8585736458929359,-0.18765264570594659,-0.8669526611417966,0.3698147940193539,-0.49999999999999983,-0.3698147940193539,-0.48189684543998074,0.4793864485474436,-0.006945303939022341,-0.5250444433935773,0.022369044786016087,0.5737339703287533,0.4409492703533669,-0.5037204094693778,0.4807294057274273,0.28852573357570177,0.4766939060768689,-0.20758923763089376,0.5000000000000002,0.31170372651497946,1.1901673126312806,-0.18723800640198993,1.2538438898953568,0.3144218891823249,1.821674571750764,-0.20084647345639273,1.9250087280744979,0.9872896,0.9626903,0.9593936,0.806349,0.7495415,0.99867034,0.99878985,0.988457,0.9895543,0.97811323,0.9798579,0.99951816,0.99960595,0.9984779,0.99880683,0.9901204,0.9915121,0.45116454,0.608072,0.41025406,0.52630746,0.46828075999999996,0.52961827,6.373183276308216,1.077454379798131,1.0781884806083553,0.49611497120659553,0.28743941499869247,0.2967575217884997,1.3835481936572074,1.3807953448311263,0.5152683626387176,0.02330609392313132
13,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\IMG20231130125406.jpg,chin_up,0,0.911529,0.41072317670539993,-0.7946667516814768,0.42902020134792473,-0.8453738522048007,0.35990544684978193,-0.855784250193506,0.32447452972372604,-0.8341399579176689,0.11883790808696591,-0.8634564769473111,0.30338389216599515,-0.49999999999999983,-0.3033838921659955,-0.496413247170315,0.38402607067220207,-0.010097498608559834,-0.46969273877836276,0.04827287417037518,0.5543361808214206,0.414893273812805,-0.33391415849690465,0.4994186561952809,0.27415247262273307,0.47132255271024104,-0.12950309647817707,0.5000000000000002,0.26604852474324736,1.1905994788863097,-0.21269997426693174,1.2573121416136745,0.21949669242429096,1.857684826558356,-0.26680635472158654,1.9445106893845887,0.90618277,0.50374746,0.9097446,0.14071731,0.92102647,0.9943435,0.99799937,0.96085674,0.9924204,0.9421987,0.9832538,0.99950063,0.9997385,0.99899834,0.9994821,0.9946707,0.99643743,0.45378274,0.6112455,0.42792183,0.52346516,0.475693495,0.53251412,6.350707938816773,0.8882503393183252,0.8922629688415986,0.40365556910091016,0.2858096811811172,0.20441188868616078,1.2180558896146578,1.4930310793338308,0.48630304714587747,0.028677447289759184
14,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\IMG20231130125407.jpg,chin_up,0,0.9157722,0.4172512753702875,-0.758625023396258,0.425339830253176,-0.8114855222765599,0.377153254922491,-0.8240676003607004,0.28974032253676707,-0.8193889756206293,0.1601901813318107,-0.8509204868226887,0.27153317605030514,-0.49698716374421864,-0.2715331760503055,-0.5000000000000002,0.3596961677023699,-0.008720394879939976,-0.47846278092590416,0.029041133912093932,0.5412599039979299,0.40483956842820884,-0.3624587125783673,0.5054873548632816,0.2696643588209314,0.47283169499980127,-0.0984120883026484,0.49999999999999983,0.30066927400957477,1.177873615201669,-0.20182555374068734,1.2579965682563334,0.24145032101608874,1.8502619440638572,-0.2349859334113355,1.978996209336113,0.8963007,0.44412038,0.9048078,0.12855992,0.944642,0.9947866,0.9984635,0.95972764,0.99465007,0.9319561,0.9853344,0.99948597,0.99974006,0.99853027,0.9993025,0.99089944,0.994426,0.46709237,0.62662643,0.43544522,0.5220828,0.47876401,0.5468594,6.2682539390021175,0.9037186165762972,0.9093059522849591,0.36807644712357984,0.2799769087544872,0.26410363658003316,1.1700546980391051,1.4852366041058511,0.4764362544274242,0.027168305000198567
15,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\IMG20231130125415.jpg,chin_up,0,0.9176295,0.21286842359612082,-0.6647353329682013,0.2871373111247143,-0.716229388833403,0.15367856567544047,-0.7364614839395599,0.3258911369567319,-0.7492177583040692,-0.030787879764167796,-0.8064233383807469,0.3582830954605498,-0.4917492187248301,-0.3582830954605498,-0.5000000000000002,0.49075469570540287,-0.011575115177679894,-0.48396710589903036,0.0428123973066143,0.5807447082702402,0.41472044846805606,-0.40285953155707327,0.4885717967718028,0.32031041592834836,0.4731172396017913,-0.1549513515255001,0.49999999999999983,0.33470649827636195,1.1764161216534033,-0.13774976642288728,1.2622964657366536,0.32234398659750635,1.8533925062018746,-0.1665350365668996,1.980342601243596,0.9718983,0.86907077,0.96058565,0.39219815,0.9092889,0.9976599,0.9980478,0.9837812,0.9884792,0.96897876,0.9768976,0.99937844,0.99948716,0.99774534,0.9981054,0.9854834,0.98605704,0.4620562,0.6172512,0.41072738,0.52193487,0.466331125,0.5396537,6.44350655626792,0.9836042398273135,0.9863728109860634,0.47526176745384846,0.2669011162253524,0.24817145193513268,1.1404199861900854,1.3073783883276717,0.48887902316440596,0.026882760398208527
16,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\IMG_20231130_125400669.jpg,chin_up,0,0.91628546,-0.16124043947125558,-0.7846517467595416,-0.11846128009459689,-0.8501875185811639,-0.18389182881926958,-0.845544944907901,0.014003219357293678,-0.8713435356532284,-0.17733885888970352,-0.8574088746037675,0.19255053642857267,-0.49419461414914845,-0.19255053642857325,-0.4999999999999999,0.25270630539457684,0.0816425600993813,-0.23763618404917894,-0.027181748865024117,0.1861896930557548,0.6035062050499129,-0.3039874093573442,0.388982845777538,0.10177852038363244,0.5000000000000001,-0.1560774656317996,0.492493541434886,0.16691325034350554,1.248420454349455,-0.10270894362644561,1.2320083047660966,0.2070157525405866,1.8957887185531184,-0.06023749291836345,1.902061535814279,0.98379,0.9852313,0.81194806,0.97589546,0.15199053,0.9989078,0.9964194,0.99655473,0.97247756,0.9927477,0.9645965,0.9983354,0.9972875,0.98823816,0.98116404,0.88238555,0.8462086,0.41594222,0.6119068,0.48508173,0.5605479,0.522814815,0.51392451,5.1029629946391335,0.490177102413099,0.5350643544505709,0.257855986015432,0.1335618978440987,0.18053203474276217,1.4309752604987815,1.1822837452199608,0.2672532454589501,0.007506458565114116
17,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\IMG_20231130_125403362.jpg,chin_up,0,0.9148289,-0.2351250725328119,-0.7693750098780091,-0.20126794755912186,-0.830738684442317,-0.23764812310295175,-0.826891140196988,-0.05024696905040916,-0.8518091621265452,-0.1778117957606468,-0.8434679828314551,0.17410343423578822,-0.48338372058893236,-0.17410343423578822,-0.49999999999999983,0.2594178258745893,0.08854572370624418,-0.20304501085891155,-0.0398413046046954,0.1656280394478151,0.5939198876503432,-0.269705154903494,0.3635590386357485,0.09279694299755138,0.5000000000000001,-0.14158781192872194,0.4845980822989331,0.16355083518412744,1.2390650624026782,-0.09635342777588381,1.21860214187857,0.21467213663789445,1.8753813162500843,-0.046726709911651065,1.8810834426499705,0.9676248,0.9778137,0.5695522,0.9822926,0.055633254,0.9988869,0.9947237,0.9976966,0.96648127,0.99484336,0.96013343,0.99845517,0.99703395,0.9874456,0.97626084,0.85859853,0.79960626,0.41661575,0.6159221,0.48486686,0.5542667,0.51956678,0.516268925,5.0174016031099855,0.4353331943513091,0.49252523880796156,0.2343847549262733,0.11884996384686318,0.17625125151843227,1.420977140698962,1.1334616625093838,0.2613988465495455,0.015401917701067025
18,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\IMG_20231130_125407663.jpg,chin_up,0,0.9236526,0.08080635201802411,-0.7829844774536354,0.11215760360032784,-0.8449092055156849,0.03203245764345524,-0.8464495052285945,0.1333009486694024,-0.8469253519220816,-0.07247989663926654,-0.8536793353166978,0.21149419152100882,-0.46972265465317825,-0.21149419152100823,-0.49999999999999983,0.2926787244091389,0.11450150501989279,-0.2819437358159321,-0.004160903556148232,0.23984652782068477,0.6109386087780271,-0.31467270224045896,0.40833984134160883,0.11024084653184217,0.5000000000000001,-0.17019481407012468,0.4950775380461919,0.1429275607365217,1.2583359477656022,-0.12047977630661566,1.2564837963781441,0.15638925377200324,1.9031072773416389,-0.08667225538014611,1.8974786444798468,0.9764006,0.9204449,0.9585656,0.5921555,0.88048476,0.9970252,0.99610764,0.98463905,0.9770445,0.9717542,0.96391255,0.9969388,0.9967237,0.9861558,0.9845293,0.9022828,0.88650197,0.41050547,0.6019747,0.48727864,0.5682679,0.52777327,0.506240085,5.222771303775547,0.5545192300611437,0.5903709317660885,0.28043566060196684,0.17060189782047902,0.16851494948453644,1.40296662392551,1.2552518930119712,0.24306150915214936,0.004922461953808188
19,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\IMG_20231130_125416585_HDR.jpg,chin_up,0,0.91376436,-0.18668836125679528,-0.6095496636490922,-0.15359017179104875,-0.6824489601680012,-0.21003435044851054,-0.6719451491646038,-0.022453859934685714,-0.7851318019877447,-0.19892940404315523,-0.7568321262117805,0.190009949651272,-0.47566006689131224,-0.19000994965127227,-0.4999999999999999,0.2582410899662725,0.11643394817337661,-0.2501306383186877,-0.040411178044633365,0.16789125091411095,0.6079996197013104,-0.31649883587139843,0.40447497386467757,0.07234814935771461,0.5000000000000002,-0.1770325632284867,0.47548584842605507,0.11901184021777103,1.2246053354353932,-0.13576867464170594,1.178759123364545,0.14844720389064764,1.8643521855890293,-0.08356869676111948,1.8494420056242136,0.9730918,0.9752607,0.7226535,0.96532613,0.11931386,0.9986469,0.9948761,0.9967542,0.96900296,0.9931271,0.9623835,0.9982653,0.99697566,0.9872469,0.9778025,0.8712474,0.82130027,0.38866374,0.5845098,0.4812024,0.5556278,0.5184151,0.48658676999999995,5.106051150582249,0.4843900867855094,0.5254103516671519,0.24938071258620131,0.1441957076706637,0.15650362778823587,1.268129708962908,1.0222997235667242,0.23201590065176714,0.024514151573945153
